damageLevel,hurt,collapse,deltaP,ammoQuantity,outerSideLength,outerSideWidth,outerHeight,roofThick,wallThick,soilThick,liningPlateThick
4,1,0.7381,0.54115776,21,5,7,4,1.5,1.5,2,0.2
1,7.30E-07,0,1.47E-06,4,10.5,7,7,1.5,1.5,2,0.3
1,1.71E-05,0,3.42E-05,4,6,7,3,1.5,1.5,2,0.45
1,6.50E-07,0,1.30E-06,5,10,7,6,1.5,1,2,0.45
1,2.13E-06,0,4.26E-06,1,7.5,7,3.5,1.5,0.5,2,0.45
3,0.35733333,0.193,9.30E-06,1,4,7,4,1.5,0.5,2,0.15
2,0.207,0.088,2.31E-06,4,6,7,7.5,1.5,1,2,0.3
4,0.96486275,0.4721,0.16486275,17,5,7,6.5,1.5,0.5,2,0.15
1,1.08E-06,0,2.16E-06,3,4.5,7,7.5,1.5,0.5,2,0.45
1,2.71E-05,0,5.42E-05,1,9.5,7,2,1.5,1.5,2,0.2
4,0.92376448,0.2728,0.12376448,17,8,7,5.5,1.5,0.5,2,0.1
2,0.18795,0.0753,2.68E-06,8,10,7,3.5,1.5,0.5,2,0.45
1,4.25E-06,0,8.49E-06,1,6,7,5.5,1.5,1.5,2,0.4
2,0.15375,0.0525,1.28E-06,9,6.5,7,7,1.5,0.5,2,0.4
2,0.2676,0.1284,1.33E-05,4,5.5,7,3.5,1.5,1,2,0.25
1,6.50E-07,0,1.30E-06,1,10,7,6,1.5,1,2,0.3
4,1,0.3975,0.28282273,19,9.5,7,3,1.5,1,2,0.15
1,2.71E-05,0,5.42E-05,6,9.5,7,2,1.5,1.5,2,0.35
1,3.09E-06,0,6.18E-06,2,10.5,7,3.5,1.5,1.5,2,0.45
2,0.1662,0.0608,3.08E-06,4,10,7,5,1.5,1.5,2,0.35
1,1.74E-06,0,3.48E-06,1,10.5,7,4.5,1.5,1.5,2,0.3
1,1.47E-05,0,2.94E-05,1,4,7,6.5,1.5,1.5,2,0.2
2,0.1995,0.083,4.77E-06,4,7.5,7,5.5,1.5,1.5,2,0.3
1,9.30E-07,0,1.86E-06,1,10,7,5,1.5,1,2,0.4
1,3.59E-06,0,7.18E-06,4,5.5,7,3.5,1.5,0.5,2,0.4
4,1,0.2735,0.27100455,11,6,7,4.5,1.5,1,2,0.25
4,1,0.2603,0.50570777,14,6.5,7,2.5,1.5,1,2,0.4
2,0.1602,0.0568,1.57E-06,4,9,7,6,1.5,1,2,0.3
1,4.60E-07,0,9.30E-07,2,10.5,7,5.5,1.5,0.5,2,0.25
4,1,0.2301,0.3292486,24,8.5,7,3.5,1.5,1.5,2,0.45
1,1.07E-05,0,2.14E-05,2,4,7,4,1.5,1,2,0.35
3,0.3204,0.1653,1.65E-05,1,5.5,7,4.5,1.5,1.5,2,0.15
2,0.2211,0.0974,1.68E-06,7,7,7,7.5,1.5,1,2,0.3
2,0.1962,0.0808,4.77E-06,1,7,7,6,1.5,1.5,2,0.15
1,7.81E-06,0,1.56E-05,2,4.5,7,4,1.5,1,2,0.25
1,6.38E-06,0,1.28E-05,4,5,7,3,1.5,0.5,2,0.45
4,0.93580976,0.063,0.13580976,10,6,7,6.5,1.5,0.5,2,0.4
4,0.91716216,0.1651,0.11716216,13,8,7,7.5,1.5,1,2,0.2
4,1,0.3833,0.20523421,20,6,7,4.5,1.5,0.5,2,0.3
4,0.9936933,0.2732,0.1936933,9,8.5,7,4.5,1.5,1,2,0.15
1,8.30E-07,0,1.66E-06,2,7.5,7,7,1.5,1,2,0.3
1,1.42E-06,0,2.83E-06,2,9.5,7,5.5,1.5,1.5,2,0.25
2,0.17175,0.0645,2.53E-06,4,9.5,7,4.5,1.5,1,2,0.3
4,1,0.5968,0.54115776,19,8,7,2.5,1.5,1.5,2,0.15
2,0.15285,0.0519,1.40E-06,7,10.5,7,4.5,1.5,0.5,2,0.4
2,0.23085,0.1039,3.10E-06,4,7.5,7,4,1.5,0.5,2,0.25
4,0.98339908,0.1551,0.18339908,9,8,7,4,1.5,0.5,2,0.25
2,0.2406,0.1104,5.23E-06,3,6.5,7,4.5,1.5,1,2,0.3
4,1,0.3771,0.22636781,10,7.5,7,3.5,1.5,0.5,2,0.15
3,0.35973333,0.1948,4.04E-05,2,7,7,2.5,1.5,1.5,2,0.2
2,0.16005,0.0567,2.21E-06,6,6.5,7,7,1.5,1,2,0.35
4,0.91716216,0.1132,0.11716216,9,7,7,6.5,1.5,0.5,2,0.3
1,1.47E-05,0,2.94E-05,3,5,7,4,1.5,1.5,2,0.4
2,0.2448,0.1132,5.23E-06,8,8.5,7,3,1.5,0.5,2,0.45
1,9.70E-07,0,1.95E-06,3,6.5,7,7.5,1.5,1,2,0.3
4,0.91101584,0.1863,0.11101584,14,9,7,7,1.5,1,2,0.2
4,0.98339908,0.164,0.18339908,12,8,7,4,1.5,0.5,2,0.3
2,0.21075,0.0905,3.93E-06,4,5,7,7,1.5,1,2,0.3
4,1,0.2101,0.24403061,16,10,7,4,1.5,1.5,2,0.4
2,0.24435,0.1129,9.30E-06,4,6,7,3,1.5,0.5,2,0.3
4,0.74344112,0.068,0.08043014,7,10.5,7,6.5,1.5,0.5,2,0.2
2,0.16695,0.0613,2.12E-06,1,9.5,7,4,1.5,0.5,2,0.1
1,7.30E-07,0,1.47E-06,1,6.5,7,6.5,1.5,0.5,2,0.45
4,1,0.3733,0.29070152,25,7.5,7,4.5,1.5,1.5,2,0.35
1,6.99E-06,0,1.40E-05,3,6.5,7,3,1.5,1,2,0.4
4,0.73789088,0.0407,0.07973636,3,9,7,7.5,1.5,0.5,2,0.2
2,0.1782,0.0688,3.59E-06,5,8.5,7,5.5,1.5,1.5,2,0.25
1,1.04E-05,0,2.08E-05,4,9.5,7,2,1.5,0.5,2,0.4
1,8.27E-06,0,1.65E-05,1,4.5,7,6.5,1.5,1.5,2,0.25
1,8.27E-06,0,1.65E-05,4,6,7,3,1.5,1,2,0.45
2,0.2352,0.1068,6.82E-06,5,7,7,5,1.5,1.5,2,0.35
2,0.22605,0.1007,1.10E-05,4,10,7,2.5,1.5,1,2,0.2
1,3.04E-05,0,6.08E-05,1,4.5,7,3.5,1.5,1.5,2,0.3
2,0.1524,0.0516,6.18E-06,7,10.5,7,3.5,1.5,1.5,2,0.3
1,9.12E-06,0,1.82E-05,2,5,7,5,1.5,1.5,2,0.25
4,1,0.4901,0.33886861,24,6,7,5,1.5,1.5,2,0.15
2,0.2073,0.0882,2.18E-06,8,7,7,6.5,1.5,1,2,0.4
1,9.70E-07,0,1.95E-06,1,8.5,7,4.5,1.5,0.5,2,0.2
2,0.27975,0.1365,6.18E-06,4,6,7,3.5,1.5,0.5,2,0.3
1,3.94E-05,0,7.87E-05,7,5.5,7,2.5,1.5,1.5,2,0.45
2,0.17685,0.0679,2.99E-06,6,6,7,6.5,1.5,1,2,0.4
2,0.22545,0.1003,4.11E-06,5,8,7,5.5,1.5,1.5,2,0.35
2,0.1992,0.0828,5.77E-06,1,7.5,7,5,1.5,1.5,2,0.1
4,0.9163904,0.3348,0.1163904,24,6.5,7,7,1.5,0.5,2,0.15
2,0.16095,0.0573,1.71E-06,3,6.5,7,6,1.5,0.5,2,0.2
4,0.6926852,0.0958,0.07408565,14,10.5,7,7,1.5,0.5,2,0.3
2,0.1824,0.0716,1.68E-06,10,7,7,7.5,1.5,1,2,0.45
2,0.2595,0.123,9.60E-06,7,8.5,7,3.5,1.5,1.5,2,0.35
4,1,0.4093,0.20915902,19,7,7,5,1.5,1,2,0.1
4,0.90510381,0.0346,0.10510381,5,9.5,7,7,1.5,1,2,0.25
4,1,0.395,0.28282273,17,6.5,7,4,1.5,1,2,0.35
4,0.90131795,0.1621,0.10131795,23,7,7,7.5,1.5,0.5,2,0.35
1,2.21E-05,0,4.43E-05,3,6,7,2,1.5,0.5,2,0.35
2,0.16485,0.0599,2.31E-06,1,10,7,4.5,1.5,1,2,0.15
1,1.61E-05,0,3.22E-05,5,9.5,7,2,1.5,1,2,0.35
1,2.44E-05,0,4.88E-05,3,6.5,7,2.5,1.5,1.5,2,0.4
2,0.21975,0.0965,4.50E-06,5,7,7,4.5,1.5,1,2,0.35
1,4.25E-06,0,8.49E-06,4,5,7,3.5,1.5,0.5,2,0.4
2,0.2052,0.0868,4.97E-06,4,9,7,3.5,1.5,1,2,0.3
1,1.14E-05,0,2.27E-05,2,7,7,3,1.5,1.5,2,0.35
3,0.32506667,0.1688,1.65E-05,6,5,7,3.5,1.5,1,2,0.45
4,0.94920813,0.1658,0.14920813,18,8.5,7,4.5,1.5,0.5,2,0.4
1,1.52E-06,0,3.04E-06,3,8.5,7,6,1.5,1.5,2,0.45
4,1,0.2584,0.71181994,19,6.5,7,2,1.5,1,2,0.2
4,0.5295,0.3413,9.14E-05,7,4.5,7,3,1.5,1.5,2,0.45
1,8.50E-07,0,1.70E-06,4,10.5,7,5,1.5,1,2,0.45
1,1.78E-05,0,3.56E-05,4,5.5,7,2.5,1.5,1,2,0.35
1,3.04E-05,0,6.08E-05,2,4.5,7,3.5,1.5,1.5,2,0.4
4,1,0.3474,0.48616714,16,5,7,2.5,1.5,0.5,2,0.25
2,0.1893,0.0762,4.77E-06,3,7.5,7,5.5,1.5,1.5,2,0.25
2,0.2997,0.1498,4.20E-06,9,6.5,7,5,1.5,1,2,0.3
4,1,0.5188,0.23257692,12,5,7,6.5,1.5,1,2,0.15
4,1,0.4974,0.36426543,21,5,7,4,1.5,1,2,0.3
1,2.21E-05,0,4.43E-05,1,4,7,3,1.5,1,2,0.4
1,5.49E-06,0,1.10E-05,4,5,7,6.5,1.5,1.5,2,0.4
4,1,0.3955,0.78708773,18,4,7,2,1.5,0.5,2,0.3
4,1,0.185,0.22841195,12,8.5,7,5,1.5,1.5,2,0.35
2,0.20385,0.0859,3.62E-06,6,9,7,4,1.5,1,2,0.45
2,0.174,0.066,2.83E-06,6,9.5,7,5.5,1.5,1.5,2,0.35
1,0.1221,0.0407,1.31E-06,1,8.5,7,7,1.5,1,2,0.15
2,0.249,0.116,9.30E-06,5,6,7,3,1.5,0.5,2,0.3
1,8.40E-07,0,1.68E-06,2,9.5,7,5.5,1.5,1,2,0.4
4,1,0.3341,0.22049737,19,5.5,7,4.5,1.5,0.5,2,0.3
2,0.2775,0.135,3.17E-06,5,5,7,5.5,1.5,0.5,2,0.3
3,0.3228,0.1671,1.92E-06,12,7.5,7,5,1.5,0.5,2,0.3
2,0.2319,0.1046,2.16E-06,7,4.5,7,7.5,1.5,0.5,2,0.4
4,1,0.2233,0.22485827,20,5.5,7,6,1.5,1,2,0.3
4,1,0.2054,0.42336897,2,5.5,7,4.5,1.5,1.5,2,0.15
1,0.1299,0.0433,2.48E-06,4,10.5,7,3.5,1.5,0.5,2,0.3
4,0.92556511,0.0546,0.12556511,10,7.5,7,7.5,1.5,1,2,0.35
1,5.40E-06,0,1.08E-05,3,5.5,7,3,1.5,0.5,2,0.35
1,1.53E-05,0,3.05E-05,4,7.5,7,2,1.5,0.5,2,0.2
2,0.2181,0.0954,2.12E-06,7,9.5,7,4,1.5,0.5,2,0.35
2,0.282,0.138,1.45E-05,3,6.5,7,2.5,1.5,0.5,2,0.15
2,0.25965,0.1231,8.49E-06,7,6,7,5.5,1.5,1.5,2,0.45
1,1.61E-05,0,3.22E-05,4,9.5,7,2,1.5,1,2,0.35
4,0.73789088,0.2236,0.07973636,18,9,7,7.5,1.5,0.5,2,0.1
1,2.25E-06,0,4.50E-06,2,4.5,7,7.5,1.5,1,2,0.25
2,0.15585,0.0539,1.95E-06,1,8,7,6,1.5,1,2,0.15
2,0.1971,0.0814,9.30E-06,6,8.5,7,2.5,1.5,0.5,2,0.3
4,0.97726916,0.2042,0.17726916,16,6,7,7,1.5,1,2,0.25
2,0.162,0.058,2.53E-06,1,7,7,6,1.5,1,2,0.1
2,0.1884,0.0756,4.34E-06,5,8.5,7,5,1.5,1.5,2,0.45
4,1,0.1562,0.22240526,23,7,7,6.5,1.5,1.5,2,0.4
4,1,0.4346,0.52674889,6,6.5,7,3,1.5,1.5,2,0.15
4,1,0.0554,0.27100455,4,10.5,7,3.5,1.5,1.5,2,0.2
1,6.99E-06,0,1.40E-05,5,6.5,7,3,1.5,1,2,0.45
4,1,0.2603,0.24403061,18,8,7,5,1.5,1.5,2,0.3
3,0.32133333,0.166,7.18E-06,7,5.5,7,3.5,1.5,0.5,2,0.45
4,1,0.1406,0.22049737,5,7.5,7,6,1.5,1.5,2,0.2
2,0.1701,0.0634,3.48E-06,4,10.5,7,4.5,1.5,1.5,2,0.3
2,0.17685,0.0679,2.31E-06,8,5,7,6.5,1.5,0.5,2,0.4
2,0.18375,0.0725,3.28E-06,4,9.5,7,4,1.5,1,2,0.25
4,1,0.2198,0.38161383,9,4,7,5,1.5,1,2,0.45
1,7.20E-07,0,1.43E-06,4,8,7,5.5,1.5,0.5,2,0.45
4,1,0.3761,0.6716373,11,9.5,7,2,1.5,1.5,2,0.15
4,1,0.5793,0.38161383,15,5.5,7,3.5,1.5,1,2,0.1
2,0.2328,0.1052,4.97E-06,4,5.5,7,5.5,1.5,1,2,0.25
2,0.2349,0.1066,4.97E-06,6,5.5,7,5.5,1.5,1,2,0.35
1,3.20E-07,0,6.40E-07,4,10,7,7,1.5,0.5,2,0.4
2,0.28395,0.1393,2.39E-06,17,7.5,7,4.5,1.5,0.5,2,0.4
4,0.92556511,0.2698,0.12556511,12,6.5,7,6.5,1.5,0.5,2,0.1
2,0.2808,0.1372,1.33E-05,2,6.5,7,4,1.5,1.5,2,0.2
4,0.94171254,0.2885,0.14171254,19,9.5,7,7,1.5,1.5,2,0.15
4,1,0.3147,0.32473456,13,6.5,7,3.5,1.5,1,2,0.3
4,1,0.2037,0.65799642,14,7.5,7,2,1.5,1,2,0.15
4,0.94920813,0.2118,0.14920813,10,8,7,6,1.5,1,2,0.1
1,3.09E-06,0,6.18E-06,3,5.5,7,7.5,1.5,1.5,2,0.35
2,0.1998,0.0832,2.61E-06,6,8.5,7,6.5,1.5,1.5,2,0.3
1,3.59E-06,0,7.18E-06,1,4,7,4.5,1.5,0.5,2,0.2
4,1,0.5776,0.47444276,19,4,7,4,1.5,1,2,0.2
3,0.32733333,0.1705,1.33E-05,3,5.5,7,5,1.5,1.5,2,0.3
1,1.93E-05,0,3.87E-05,2,6.5,7,2,1.5,0.5,2,0.45
2,0.1815,0.071,1.64E-06,9,9.5,7,4.5,1.5,0.5,2,0.35
1,4.57E-05,0,9.14E-05,1,7.5,7,2,1.5,1.5,2,0.3
1,0.1245,0.0415,1.01E-06,6,7.5,7,7,1.5,0.5,2,0.4
2,0.20895,0.0893,7.18E-06,7,10,7,2.5,1.5,0.5,2,0.45
4,1,0.5898,0.4129,13,4.5,7,4,1.5,1,2,0.2
4,1,0.0937,0.29557489,3,9,7,3,1.5,1,2,0.2
4,0.91159545,0.1279,0.11159545,17,10.5,7,6,1.5,1,2,0.25
1,1.14E-05,0,2.27E-05,2,4.5,7,5.5,1.5,1.5,2,0.35
2,0.19275,0.0785,7.79E-06,5,9.5,7,2.5,1.5,0.5,2,0.3
1,1.34E-06,0,2.68E-06,2,7.5,7,7.5,1.5,1.5,2,0.4
1,4.30E-07,0,8.60E-07,6,9,7,6.5,1.5,0.5,2,0.45
4,0.91716216,0.1928,0.11716216,18,7,7,6.5,1.5,0.5,2,0.3
1,9.70E-07,0,1.95E-06,2,10,7,4,1.5,0.5,2,0.45
4,1,0.3093,0.23925824,16,9,7,4.5,1.5,1.5,2,0.1
2,0.2556,0.1204,2.06E-06,9,9.5,7,6.5,1.5,1.5,2,0.25
4,1,0.2028,0.54115776,13,5.5,7,3.5,1.5,1.5,2,0.45
1,0.0957,0.0319,9.80E-07,9,10,7,7,1.5,1,2,0.4
2,0.1632,0.0588,2.21E-06,1,7.5,7,6,1.5,1,2,0.15
2,0.1659,0.0606,2.31E-06,7,10,7,4.5,1.5,1,2,0.45
4,0.95940392,0.1613,0.15940392,25,7,7,6.5,1.5,1,2,0.35
3,0.30426667,0.1532,3.83E-06,3,4.5,7,5.5,1.5,0.5,2,0.2
4,0.96836199,0.1849,0.16836199,15,7.5,7,4.5,1.5,0.5,2,0.45
3,0.42586667,0.2444,2.14E-05,4,4,7,4,1.5,1,2,0.35
2,0.1836,0.0724,2.68E-06,1,5,7,6,1.5,0.5,2,0.1
1,3.33E-05,0,6.66E-05,2,6.5,7,2,1.5,1,2,0.3
2,0.18525,0.0735,2.94E-06,4,6.5,7,6,1.5,1,2,0.35
4,0.90191415,0.0548,0.10191415,16,7.5,7,7,1.5,0.5,2,0.45
3,0.4804,0.2853,1.89E-05,12,4.5,7,3,1.5,0.5,2,0.4
4,0.90510381,0.0396,0.10510381,5,9.5,7,7,1.5,1,2,0.35
4,0.98339908,0.1289,0.18339908,21,5.5,7,7.5,1.5,1,2,0.4
2,0.2997,0.1498,4.11E-06,14,7,7,6.5,1.5,1.5,2,0.4
4,1,0.4068,0.32473456,24,8.5,7,2.5,1.5,0.5,2,0.15
4,0.96486275,0.2282,0.16486275,16,6,7,7.5,1.5,1,2,0.25
2,0.19275,0.0785,2.68E-06,8,5.5,7,5.5,1.5,0.5,2,0.45
2,0.1992,0.0828,2.94E-06,7,6.5,7,6,1.5,1,2,0.4
4,0.94773578,0.1376,0.14773578,11,7.5,7,5,1.5,0.5,2,0.3
4,0.92556511,0.062,0.12556511,10,6.5,7,6.5,1.5,0.5,2,0.4
4,0.92556511,0.1557,0.12556511,16,8,7,7,1.5,1,2,0.3
1,3.59E-06,0,7.18E-06,1,6,7,6,1.5,1.5,2,0.2
1,1.28E-05,0,2.57E-05,1,8.5,7,2.5,1.5,1.5,2,0.1
4,0.96486275,0.378,0.16486275,23,9,7,4,1.5,0.5,2,0.1
2,0.2334,0.1056,4.97E-06,5,6,7,5,1.5,1,2,0.35
2,0.2922,0.1448,1.28E-05,1,6,7,4.5,1.5,1.5,2,0.1
1,3.59E-06,0,7.18E-06,1,7.5,7,4.5,1.5,1.5,2,0.35
1,1.78E-05,0,3.56E-05,1,9,7,2,1.5,1,2,0.4
1,2.21E-05,0,4.43E-05,4,8,7,2,1.5,1,2,0.25
1,1.37E-05,0,2.75E-05,4,4.5,7,5,1.5,1.5,2,0.45
2,0.192,0.078,2.44E-06,6,4.5,7,7,1.5,0.5,2,0.4
1,9.70E-07,0,1.95E-06,3,10.5,7,6,1.5,1.5,2,0.45
2,0.16395,0.0593,2.02E-06,1,5,7,7,1.5,0.5,2,0.1
1,4.80E-06,0,9.60E-06,3,8.5,7,3.5,1.5,1.5,2,0.35
1,0.1044,0.0348,1.68E-06,1,10.5,7,6.5,1.5,1.5,2,0.1
4,1,0.3879,0.22049737,7,4,7,6,1.5,0.5,2,0.15
1,2.76E-06,0,5.52E-06,1,9.5,7,4,1.5,1.5,2,0.45
2,0.19635,0.0809,4.97E-06,8,10,7,4,1.5,1.5,2,0.35
1,1.34E-06,0,2.68E-06,3,4,7,7.5,1.5,0.5,2,0.4
2,0.18795,0.0753,2.39E-06,4,7.5,7,4.5,1.5,0.5,2,0.3
1,3.89E-06,0,7.79E-06,10,9.5,7,2.5,1.5,0.5,2,0.45
2,0.1719,0.0646,1.95E-06,9,6,7,6,1.5,0.5,2,0.4
1,4.25E-06,0,8.49E-06,2,5,7,3.5,1.5,0.5,2,0.25
1,0.00010532,0,0.00021064,5,4,7,2,1.5,1,2,0.2
4,1,0.2321,0.23925824,24,7.5,7,5.5,1.5,1.5,2,0.35
4,1,0.5491,0.30617841,15,6.5,7,3,1.5,0.5,2,0.1
2,0.1677,0.0618,2.53E-06,6,7,7,6,1.5,1,2,0.3
4,0.93138254,0.1013,0.13138254,3,7.5,7,5.5,1.5,0.5,2,0.1
1,4.00E-06,0,8.01E-06,1,8,7,4,1.5,1.5,2,0.45
4,1,0.3477,0.63829292,15,4.5,7,4,1.5,1.5,2,0.3
2,0.27645,0.1343,6.18E-06,17,8,7,3.5,1.5,1,2,0.45
2,0.16575,0.0605,1.00E-06,12,7,7,7.5,1.5,0.5,2,0.35
3,0.3572,0.1929,3.22E-05,2,4.5,7,3,1.5,1,2,0.2
1,8.50E-07,0,1.71E-06,2,6.5,7,6,1.5,0.5,2,0.25
3,0.3848,0.2136,2.83E-06,11,8,7,4.5,1.5,0.5,2,0.3
2,0.20895,0.0893,5.77E-06,6,6.5,7,6,1.5,1.5,2,0.3
2,0.1734,0.0656,1.92E-06,3,7.5,7,5,1.5,0.5,2,0.3
1,5.70E-06,0,1.14E-05,1,7.5,7,2.5,1.5,0.5,2,0.2
4,1,0.2341,0.75061148,16,8,7,2,1.5,1.5,2,0.25
4,0.90769032,0.0633,0.10769032,18,10,7,6.5,1.5,1,2,0.45
4,1,0.2894,0.21504624,14,5,7,5,1.5,0.5,2,0.3
2,0.2283,0.1022,4.11E-06,11,7,7,6.5,1.5,1.5,2,0.4
2,0.2883,0.1422,1.03E-05,4,6.5,7,4.5,1.5,1.5,2,0.3
1,9.61E-06,0,1.92E-05,2,10,7,2,1.5,0.5,2,0.2
1,4.57E-05,0,9.14E-05,4,7.5,7,2,1.5,1.5,2,0.35
1,1.78E-05,0,3.56E-05,6,9,7,2,1.5,1,2,0.3
4,1,0.0845,0.24403061,3,8,7,5,1.5,1.5,2,0.1
2,0.1746,0.0664,1.95E-06,5,6,7,6,1.5,0.5,2,0.3
1,0.1254,0.0418,2.06E-06,6,9.5,7,6.5,1.5,1.5,2,0.4
4,1,0.1079,0.27100455,15,9,7,4,1.5,1.5,2,0.45
2,0.1833,0.0722,2.99E-06,8,6,7,6.5,1.5,1,2,0.4
4,0.97396078,0.1159,0.17396078,16,6.5,7,6.5,1.5,1,2,0.35
4,1,0.5092,0.6164895,25,7,7,2.5,1.5,1.5,2,0.3
1,1.39E-06,0,2.79E-06,6,10.5,7,5,1.5,1.5,2,0.4
1,0.1149,0.0383,1.03E-06,6,10.5,7,6.5,1.5,1,2,0.4
4,1,0.097,0.23257692,11,10.5,7,4,1.5,1.5,2,0.45
4,0.94773578,0.289,0.14773578,13,7.5,7,5,1.5,0.5,2,0.2
1,5.40E-05,0,0.00010807,1,5,7,2.5,1.5,1.5,2,0.1
1,8.30E-07,0,1.66E-06,3,7.5,7,7,1.5,1,2,0.3
2,0.27705,0.1347,1.92E-05,4,5.5,7,2.5,1.5,0.5,2,0.2
2,0.20535,0.0869,1.05E-05,10,7.5,7,3,1.5,1,2,0.35
4,1,0.2364,0.22049737,16,10,7,3,1.5,0.5,2,0.2
4,1,0.4028,0.38161383,14,9,7,2.5,1.5,1,2,0.2
2,0.18675,0.0745,1.47E-06,13,10.5,7,7,1.5,1.5,2,0.45
1,9.00E-07,0,1.80E-06,1,9.5,7,7,1.5,1.5,2,0.35
2,0.15645,0.0543,2.12E-06,10,9.5,7,4,1.5,0.5,2,0.45
3,0.30773333,0.1558,2.68E-06,10,9,7,6,1.5,1.5,2,0.25
2,0.2091,0.0894,1.71E-06,2,5.5,7,7,1.5,0.5,2,0.15
2,0.1767,0.0678,4.04E-06,3,7.5,7,6,1.5,1.5,2,0.25
2,0.20535,0.0869,6.18E-06,1,8,7,4.5,1.5,1.5,2,0.1
1,5.13E-06,0,1.03E-05,6,8,7,2.5,1.5,0.5,2,0.4
2,0.2031,0.0854,2.21E-06,8,7.5,7,6,1.5,1,2,0.4
3,0.30533333,0.154,1.28E-05,5,7.5,7,3.5,1.5,1.5,2,0.3
1,1.88E-06,0,3.77E-06,4,10.5,7,3.5,1.5,1,2,0.4
2,0.21525,0.0935,6.18E-06,10,9,7,4,1.5,1.5,2,0.45
1,0.1308,0.0436,1.04E-06,6,8,7,6.5,1.5,0.5,2,0.4
1,1.96E-06,0,3.93E-06,2,5,7,7,1.5,1,2,0.25
1,1.91E-06,0,3.83E-06,3,8,7,3.5,1.5,0.5,2,0.45
1,3.59E-06,0,7.18E-06,3,4,7,4.5,1.5,0.5,2,0.45
1,5.49E-06,0,1.10E-05,3,4,7,5.5,1.5,1,2,0.25
2,0.25215,0.1181,8.49E-06,4,6,7,5.5,1.5,1.5,2,0.2
4,1,0.4218,0.44206355,17,6.5,7,3.5,1.5,1.5,2,0.1
2,0.22755,0.1017,4.77E-06,3,5,7,4.5,1.5,0.5,2,0.25
2,0.2355,0.107,7.18E-06,2,7,7,3,1.5,0.5,2,0.2
1,2.80E-07,0,5.60E-07,3,10,7,7.5,1.5,0.5,2,0.3
2,0.18015,0.0701,1.28E-06,7,6.5,7,7,1.5,0.5,2,0.4
4,0.99826851,0.5734,0.19826851,21,4.5,7,6,1.5,0.5,2,0.15
4,1,0.1828,0.20523421,23,8,7,4.5,1.5,1,2,0.45
2,0.28245,0.1383,3.16E-06,7,5.5,7,7,1.5,1,2,0.25
3,0.35626667,0.1922,7.18E-06,2,4,7,4.5,1.5,0.5,2,0.15
2,0.21735,0.0949,2.02E-06,2,5,7,7,1.5,0.5,2,0.15
4,1,0.4661,0.23925824,19,9,7,4.5,1.5,1.5,2,0.1
2,0.1617,0.0578,3.04E-06,4,7.5,7,7,1.5,1.5,2,0.35
2,0.22185,0.0979,8.90E-07,15,7.5,7,7.5,1.5,0.5,2,0.35
1,5.92E-05,0,0.00011844,3,5,7,2,1.5,1,2,0.35
4,0.94083415,0.0597,0.14083415,2,5,7,7.5,1.5,0.5,2,0.1
1,1.46E-06,0,2.91E-06,4,9.5,7,3.5,1.5,0.5,2,0.45
4,0.91716216,0.1771,0.11716216,23,7,7,6.5,1.5,0.5,2,0.35
1,3.20E-06,0,6.41E-06,1,7.5,7,3,1.5,0.5,2,0.35
1,3.94E-05,0,7.87E-05,4,8,7,2,1.5,1.5,2,0.35
4,0.94920813,0.2751,0.14920813,13,8,7,6,1.5,1,2,0.15
4,0.80264368,0.1902,0.08783046,22,10.5,7,6,1.5,0.5,2,0.1
2,0.20925,0.0895,2.75E-06,6,10.5,7,4,1.5,1,2,0.3
2,0.1719,0.0646,1.95E-06,1,8.5,7,4.5,1.5,0.5,2,0.15
1,4.15E-06,0,8.30E-06,1,8.5,7,3,1.5,1,2,0.45
2,0.2946,0.1464,1.92E-05,2,7.5,7,3,1.5,1.5,2,0.15
3,0.452,0.264,8.49E-06,16,7,7,4.5,1.5,1.5,2,0.45
2,0.23595,0.1073,1.92E-05,8,7.5,7,3,1.5,1.5,2,0.45
2,0.2625,0.125,4.77E-06,4,4,7,5.5,1.5,0.5,2,0.3
2,0.2553,0.1202,4.50E-06,7,6,7,4,1.5,0.5,2,0.45
2,0.24495,0.1133,1.05E-05,10,7.5,7,3,1.5,1,2,0.45
2,0.15945,0.0563,2.18E-06,4,7,7,6.5,1.5,1,2,0.3
4,1,0.1805,0.330403,7,4.5,7,5,1.5,1,2,0.35
2,0.2427,0.1118,2.44E-06,9,6.5,7,5,1.5,0.5,2,0.3
2,0.22155,0.0977,2.44E-06,7,6.5,7,5,1.5,0.5,2,0.35
1,9.61E-06,0,1.92E-05,2,10,7,2,1.5,0.5,2,0.25
4,0.91780854,0.087,0.11780854,19,8.5,7,7,1.5,1,2,0.45
2,0.16125,0.0575,2.39E-06,6,9.5,7,6,1.5,1.5,2,0.25
2,0.2052,0.0868,2.16E-06,7,7,7,5,1.5,0.5,2,0.4
4,0.87042296,0.0462,0.09630287,8,9.5,7,6,1.5,0.5,2,0.45
1,0.0687,0.0229,5.20E-07,1,10.5,7,7.5,1.5,0.5,2,0.1
4,0.99009032,0.0752,0.19009032,7,8,7,6.5,1.5,1.5,2,0.3
1,2.61E-06,0,5.23E-06,3,5,7,6,1.5,1,2,0.4
1,1.01E-06,0,2.02E-06,1,5,7,7,1.5,0.5,2,0.2
4,1,0.0826,0.27100455,5,10.5,7,3.5,1.5,1.5,2,0.3
4,0.98835556,0.1137,0.18835556,10,6.5,7,6,1.5,1,2,0.4
