damageLevel,hurt,collapse,deltaP,ammoQuantity,outerSideLength,outerSideWidth,outerHeight,roofThick,wallThick,soilThick,liningPlateThick
3,0.32573333,0.1693,9.68E-06,4,4.5,7,5,1.5,1,2,0.3
2,0.2496,0.1164,2.79E-06,2,6,7,5,1.5,0.5,2,0.15
1,2.55E-06,0,5.10E-06,9,7.5,7,4,1.5,1,2,0.4
3,0.3448,0.1836,7.18E-06,9,5.5,7,3.5,1.5,0.5,2,0.45
3,0.3168,0.1626,1.51E-05,1,7,7,3.5,1.5,1.5,2,0.1
2,0.1569,0.0546,1.51E-06,4,7,7,6,1.5,0.5,2,0.35
4,1,0.3379,0.31197721,18,9,7,2.5,1.5,0.5,2,0.3
2,0.153,0.052,1.86E-06,9,10,7,5,1.5,1,2,0.45
4,0.91124677,0.1691,0.11124677,20,9,7,5.5,1.5,0.5,2,0.25
1,9.00E-07,0,1.80E-06,1,9.5,7,7,1.5,1.5,2,0.4
3,0.36333333,0.1975,4.11E-06,14,10,7,3.5,1.5,1,2,0.3
2,0.22785,0.1019,7.18E-06,5,7,7,3,1.5,0.5,2,0.2
2,0.1602,0.0568,9.10E-07,14,8,7,7,1.5,0.5,2,0.4
4,0.97017978,0.2815,0.17017978,8,6.5,7,5,1.5,0.5,2,0.15
4,1,0.5174,0.30617841,23,6.5,7,3,1.5,0.5,2,0.25
1,6.02E-06,0,1.21E-05,1,9.5,7,2.5,1.5,1,2,0.25
2,0.2025,0.085,2.99E-06,5,6,7,6.5,1.5,1,2,0.25
4,1,0.4903,0.46362025,18,9.5,7,2.5,1.5,1.5,2,0.25
2,0.20655,0.0877,1.14E-05,2,9.5,7,3,1.5,1.5,2,0.2
3,0.42053333,0.2404,2.27E-05,7,7,7,3,1.5,1.5,2,0.45
3,0.45693333,0.2677,1.45E-05,11,4,7,3.5,1.5,0.5,2,0.4
1,2.80E-07,0,5.60E-07,2,10,7,7.5,1.5,0.5,2,0.4
3,0.3148,0.1611,7.18E-06,5,4,7,4.5,1.5,0.5,2,0.35
2,0.1572,0.0548,1.16E-06,7,7.5,7,6.5,1.5,0.5,2,0.3
1,1.26E-06,0,2.53E-06,4,9.5,7,4.5,1.5,1,2,0.4
1,3.59E-06,0,7.18E-06,2,10,7,2.5,1.5,0.5,2,0.2
3,0.32826667,0.1712,9.68E-06,8,4.5,7,5,1.5,1,2,0.45
4,1,0.2587,0.25444306,18,6.5,7,3.5,1.5,0.5,2,0.4
2,0.24465,0.1131,4.77E-06,5,4,7,5.5,1.5,0.5,2,0.4
4,0.91124677,0.0913,0.11124677,13,9,7,5.5,1.5,0.5,2,0.35
3,0.4092,0.2319,4.04E-05,6,5,7,3.5,1.5,1.5,2,0.3
2,0.1608,0.0572,1.00E-06,6,9,7,6,1.5,0.5,2,0.4
1,2.44E-05,0,4.88E-05,4,6.5,7,2.5,1.5,1.5,2,0.35
1,4.90E-07,0,9.80E-07,4,10,7,7,1.5,1,2,0.45
3,0.36346667,0.1976,1.65E-05,2,6,7,3,1.5,1,2,0.1
2,0.228,0.102,3.48E-06,5,8.5,7,3.5,1.5,0.5,2,0.25
2,0.2109,0.0906,4.50E-06,5,5,7,6.5,1.5,1,2,0.4
1,2.21E-05,0,4.43E-05,2,8,7,2,1.5,1,2,0.15
4,1,0.1102,0.23257692,12,6,7,4,1.5,0.5,2,0.45
4,0.94920813,0.2495,0.14920813,8,8,7,6,1.5,1,2,0.15
1,0.1449,0.0483,1.51E-06,1,5.5,7,7.5,1.5,0.5,2,0.1
1,7.10E-07,0,1.41E-06,1,10.5,7,5.5,1.5,1,2,0.25
3,0.31733333,0.163,1.10E-05,1,6,7,3.5,1.5,1,2,0.15
2,0.2322,0.1048,2.31E-06,3,9,7,6.5,1.5,1.5,2,0.15
1,0.1491,0.0497,1.35E-06,1,7.5,7,6,1.5,0.5,2,0.15
3,0.30506667,0.1538,9.60E-06,2,8.5,7,3.5,1.5,1.5,2,0.15
1,3.59E-06,0,7.18E-06,1,7.5,7,4.5,1.5,1.5,2,0.4
3,0.42853333,0.2464,2.27E-05,6,7,7,3,1.5,1.5,2,0.45
1,3.59E-06,0,7.18E-06,4,4,7,4.5,1.5,0.5,2,0.4
2,0.19965,0.0831,3.62E-06,1,5.5,7,6.5,1.5,1,2,0.15
1,3.41E-06,0,6.82E-06,3,7,7,5,1.5,1.5,2,0.35
1,1.64E-06,0,3.28E-06,7,9.5,7,4,1.5,1,2,0.45
1,5.60E-07,0,1.12E-06,4,10,7,6.5,1.5,1,2,0.35
4,1,0.3072,0.28366688,20,10,7,3.5,1.5,1.5,2,0.4
1,2.19E-06,0,4.38E-06,2,9.5,7,3,1.5,0.5,2,0.45
4,0.80612624,0.0787,0.08826578,13,9.5,7,6.5,1.5,0.5,2,0.45
1,1.58E-06,0,3.16E-06,3,5.5,7,7,1.5,1,2,0.4
2,0.27405,0.1327,9.30E-06,4,5.5,7,6,1.5,1.5,2,0.3
2,0.20415,0.0861,3.24E-06,5,5.5,7,5,1.5,0.5,2,0.4
1,1.88E-06,0,3.77E-06,3,10.5,7,3.5,1.5,1,2,0.4
4,1,0.1711,0.20523421,18,6.5,7,5.5,1.5,1,2,0.45
1,1.14E-05,0,2.27E-05,3,9,7,2,1.5,0.5,2,0.25
2,0.2046,0.0864,3.83E-06,4,8,7,3.5,1.5,0.5,2,0.3
2,0.2022,0.0848,3.48E-06,2,7,7,4,1.5,0.5,2,0.2
2,0.20145,0.0843,5.77E-06,4,8,7,3,1.5,0.5,2,0.35
1,2.02E-05,0,4.04E-05,11,5,7,3.5,1.5,1.5,2,0.45
2,0.24855,0.1157,5.40E-06,2,6.5,7,3.5,1.5,0.5,2,0.15
4,0.80612624,0.116,0.08826578,5,9.5,7,6.5,1.5,0.5,2,0.15
1,1.52E-06,0,3.04E-06,7,6.5,7,4.5,1.5,0.5,2,0.45
4,1,0.2936,0.25039377,21,5,7,6,1.5,1,2,0.4
1,4.65E-06,0,9.30E-06,5,8.5,7,2.5,1.5,0.5,2,0.3
4,0.7730424,0.1193,0.0841303,20,8.5,7,7.5,1.5,0.5,2,0.3
2,0.1575,0.055,1.51E-06,6,10,7,4.5,1.5,0.5,2,0.35
4,0.98339908,0.2652,0.18339908,25,9,7,4.5,1.5,1,2,0.2
2,0.1923,0.0782,3.48E-06,8,7,7,4,1.5,0.5,2,0.4
1,6.50E-07,0,1.30E-06,1,6,7,7.5,1.5,0.5,2,0.2
2,0.23895,0.1093,4.26E-06,4,9.5,7,4.5,1.5,1.5,2,0.25
1,2.05E-06,0,4.11E-06,1,8,7,5.5,1.5,1.5,2,0.35
3,0.45133333,0.2635,4.04E-05,4,5,7,3.5,1.5,1.5,2,0.3
2,0.16905,0.0627,2.68E-06,8,9,7,6,1.5,1.5,2,0.45
2,0.17895,0.0693,5.23E-06,6,8.5,7,3,1.5,0.5,2,0.35
4,1,0.2534,0.50570777,17,6.5,7,2.5,1.5,1,2,0.4
2,0.1755,0.067,3.83E-06,2,10,7,4.5,1.5,1.5,2,0.2
3,0.49706667,0.2978,4.43E-05,2,5,7,2.5,1.5,1,2,0.15
1,1.30E-06,0,2.61E-06,2,8,7,7,1.5,1.5,2,0.35
4,0.98339908,0.3771,0.18339908,21,8,7,5,1.5,1,2,0.15
4,1,0.3704,0.29070152,19,7.5,7,4.5,1.5,1.5,2,0.25
2,0.16695,0.0613,1.30E-06,5,10,7,6,1.5,1,2,0.3
4,1,0.168,0.41058251,10,4.5,7,3,1.5,0.5,2,0.4
4,0.93702779,0.1255,0.13702779,13,6.5,7,6,1.5,0.5,2,0.25
4,0.99009032,0.2243,0.19009032,23,10,7,4,1.5,1,2,0.25
4,1,0.8876,0.78708773,15,4,7,2,1.5,0.5,2,0.25
1,1.22E-06,0,2.44E-06,1,4.5,7,7,1.5,0.5,2,0.45
3,0.36933333,0.202,6.00E-06,6,5.5,7,5,1.5,1,2,0.2
2,0.19785,0.0819,3.48E-06,5,6,7,6,1.5,1,2,0.35
4,0.94083415,0.3284,0.14083415,22,9,7,7.5,1.5,1.5,2,0.1
2,0.171,0.064,9.30E-07,10,10.5,7,5.5,1.5,0.5,2,0.4
2,0.1773,0.0682,3.42E-06,4,9.5,7,5,1.5,1.5,2,0.2
4,1,0.2877,0.22049737,16,5.5,7,4.5,1.5,0.5,2,0.45
4,0.92376448,0.1288,0.12376448,16,9,7,5,1.5,0.5,2,0.3
1,5.49E-06,0,1.10E-05,3,10,7,2.5,1.5,1,2,0.25
2,0.22005,0.0967,3.48E-06,1,6,7,4.5,1.5,0.5,2,0.15
2,0.27525,0.1335,7.47E-06,6,5,7,5,1.5,1,2,0.45
1,1.74E-06,0,3.48E-06,6,4,7,6.5,1.5,0.5,2,0.4
2,0.20295,0.0853,2.79E-06,3,4.5,7,6.5,1.5,0.5,2,0.3
4,1,0.4078,0.24403061,20,10,7,4,1.5,1.5,2,0.15
3,0.32293333,0.1672,1.28E-05,5,6,7,4.5,1.5,1.5,2,0.35
2,0.2634,0.1256,7.47E-06,6,5.5,7,4.5,1.5,1,2,0.4
1,4.50E-07,0,9.10E-07,5,8,7,7,1.5,0.5,2,0.4
1,0.1299,0.0433,1.47E-06,9,8,7,7,1.5,1,2,0.35
2,0.1779,0.0686,9.30E-06,7,10.5,7,3,1.5,1.5,2,0.35
1,9.61E-06,0,1.92E-05,4,5.5,7,2.5,1.5,0.5,2,0.4
1,3.40E-07,0,6.90E-07,8,9.5,7,7,1.5,0.5,2,0.45
2,0.2028,0.0852,4.20E-06,7,6.5,7,5,1.5,1,2,0.45
1,6.38E-06,0,1.28E-05,1,5,7,6,1.5,1.5,2,0.35
4,1,0.3476,0.22049737,21,10,7,3,1.5,0.5,2,0.2
4,1,0.2999,0.38161383,7,9,7,2.5,1.5,1,2,0.1
2,0.2931,0.1454,1.10E-05,1,5.5,7,5.5,1.5,1.5,2,0.15
3,0.35613333,0.1921,1.65E-05,8,5.5,7,4.5,1.5,1.5,2,0.4
1,4.50E-07,0,9.00E-07,7,10.5,7,7,1.5,1,2,0.45
4,1,0.3146,0.21772225,21,7.5,7,4.5,1.5,1,2,0.3
4,1,0.1248,0.34271661,7,7.5,7,3,1.5,1,2,0.3
1,7.23E-06,0,1.45E-05,2,8.5,7,3,1.5,1.5,2,0.45
3,0.3904,0.2178,1.65E-05,5,5,7,3.5,1.5,1,2,0.3
1,5.10E-07,0,1.01E-06,3,7.5,7,7,1.5,0.5,2,0.45
2,0.2307,0.1038,4.97E-06,1,6,7,5,1.5,1,2,0.15
1,6.38E-06,0,1.28E-05,5,7,7,2.5,1.5,0.5,2,0.45
1,1.98E-05,0,3.95E-05,2,8.5,7,2,1.5,1,2,0.35
4,0.99150968,0.5821,0.19150968,19,4,7,7,1.5,0.5,2,0.1
2,0.18195,0.0713,2.12E-06,9,9.5,7,4,1.5,0.5,2,0.4
2,0.1938,0.0792,5.40E-06,4,8.5,7,4.5,1.5,1.5,2,0.35
4,0.96486275,0.0775,0.16486275,2,6,7,7.5,1.5,1,2,0.1
2,0.22215,0.0981,4.77E-06,7,7,7,6,1.5,1.5,2,0.45
4,1,0.4439,0.52335857,22,10.5,7,2,1.5,1,2,0.15
1,1.47E-05,0,2.94E-05,3,6,7,2.5,1.5,1,2,0.4
4,0.91793891,0.1756,0.11793891,19,9.5,7,5,1.5,0.5,2,0.35
2,0.1731,0.0654,6.78E-06,5,9.5,7,3,1.5,1,2,0.4
2,0.26115,0.1241,3.48E-06,9,6,7,4.5,1.5,0.5,2,0.3
2,0.20385,0.0859,5.40E-06,2,8.5,7,4.5,1.5,1.5,2,0.2
1,7.71E-06,0,1.54E-05,3,4.5,7,3,1.5,0.5,2,0.45
2,0.16395,0.0593,2.02E-06,1,6.5,7,5.5,1.5,0.5,2,0.1
2,0.18165,0.0711,2.79E-06,5,9,7,4.5,1.5,1,2,0.3
4,0.94920813,0.0483,0.14920813,6,10,7,4,1.5,0.5,2,0.25
3,0.41466667,0.236,6.78E-06,13,4.5,7,6,1.5,1,2,0.4
2,0.1821,0.0714,3.48E-06,2,8.5,7,3.5,1.5,0.5,2,0.15
4,1,0.2012,0.40166907,25,8.5,7,2.5,1.5,1,2,0.45
1,6.38E-06,0,1.28E-05,7,6,7,4.5,1.5,1.5,2,0.45
1,1.81E-06,0,3.62E-06,2,9,7,4,1.5,1,2,0.4
4,0.99150968,0.2399,0.19150968,19,4,7,7,1.5,0.5,2,0.4
1,9.70E-07,0,1.95E-06,10,6,7,6,1.5,0.5,2,0.45
2,0.15615,0.0541,1.81E-06,4,10.5,7,4,1.5,0.5,2,0.3
4,0.95836415,0.1035,0.15836415,12,4.5,7,7.5,1.5,0.5,2,0.35
4,0.92376448,0.1692,0.12376448,9,9,7,5,1.5,0.5,2,0.2
4,1,0.2933,0.42336897,25,6,7,4,1.5,1.5,2,0.45
4,0.97017978,0.3681,0.17017978,18,6.5,7,5,1.5,0.5,2,0.15
1,1.64E-06,0,3.28E-06,1,9.5,7,4,1.5,1,2,0.3
4,1,0.2168,0.29070152,7,7.5,7,4.5,1.5,1.5,2,0.2
2,0.18525,0.0735,1.40E-06,4,10.5,7,4.5,1.5,0.5,2,0.25
3,0.41853333,0.2389,2.27E-05,4,5,7,4.5,1.5,1.5,2,0.3
2,0.18555,0.0737,2.99E-06,6,7,7,5.5,1.5,1,2,0.35
4,1,0.2368,0.26256299,24,6.5,7,6,1.5,1.5,2,0.35
2,0.2277,0.1018,5.77E-06,6,8,7,3,1.5,0.5,2,0.4
3,0.41,0.2325,8.49E-06,10,5,7,3.5,1.5,0.5,2,0.35
1,8.50E-07,0,1.71E-06,3,5.5,7,7,1.5,0.5,2,0.4
2,0.16275,0.0585,7.90E-07,12,10.5,7,6,1.5,0.5,2,0.45
1,1.25E-05,0,2.49E-05,1,8.5,7,2,1.5,0.5,2,0.15
1,0.1365,0.0455,1.54E-06,6,10,7,5.5,1.5,1,2,0.45
2,0.23445,0.1063,2.68E-06,4,7,7,4.5,1.5,0.5,2,0.3
3,0.324,0.168,1.21E-05,1,5,7,4,1.5,1,2,0.1
4,1,0.2918,0.36426543,11,5,7,4,1.5,1,2,0.4
1,0.1032,0.0344,1.07E-06,3,9.5,7,7,1.5,1,2,0.2
2,0.16545,0.0603,1.43E-06,8,10,7,7.5,1.5,1.5,2,0.4
3,0.37333333,0.205,3.42E-05,2,7,7,2,1.5,0.5,2,0.1
1,2.10E-06,0,4.20E-06,2,5.5,7,6,1.5,1,2,0.45
4,1,0.7064,0.37437166,21,5,7,3,1.5,0.5,2,0.1
2,0.17835,0.0689,4.04E-06,6,7.5,7,6,1.5,1.5,2,0.45
4,0.74344112,0.0715,0.08043014,10,10.5,7,6.5,1.5,0.5,2,0.25
1,5.00E-07,0,1.00E-06,1,7,7,7.5,1.5,0.5,2,0.25
1,6.53E-05,0,0.00013063,1,6.5,7,2,1.5,1.5,2,0.15
4,0.90987891,0.1348,0.10987891,20,8.5,7,7.5,1.5,1,2,0.35
4,1,0.3721,0.47444276,23,5.5,7,4,1.5,1.5,2,0.45
2,0.18675,0.0745,4.97E-06,1,10,7,4,1.5,1.5,2,0.1
1,1.54E-06,0,3.08E-06,2,10,7,5,1.5,1.5,2,0.45
4,1,0.5004,0.54115776,20,6,7,2.5,1.5,1,2,0.3
1,1.14E-05,0,2.27E-05,3,5,7,2.5,1.5,0.5,2,0.3
2,0.2403,0.1102,2.53E-06,10,7,7,6,1.5,1,2,0.45
1,6.02E-06,0,1.21E-05,3,9.5,7,2.5,1.5,1,2,0.35
2,0.1611,0.0574,3.08E-06,8,10,7,5,1.5,1.5,2,0.45
4,1,0.2365,0.20372467,20,9.5,7,5,1.5,1.5,2,0.25
4,1,0.0999,0.27100455,10,9,7,4,1.5,1.5,2,0.4
2,0.16155,0.0577,2.99E-06,3,10,7,4,1.5,1,2,0.25
4,0.86625456,0.3447,0.09578182,22,8,7,7,1.5,0.5,2,0.15
2,0.19965,0.0831,3.93E-06,5,7.5,7,4.5,1.5,1,2,0.25
1,0.1152,0.0384,1.31E-06,4,8.5,7,7,1.5,1,2,0.25
4,1,0.2243,0.63829292,22,8,7,2,1.5,1,2,0.25
2,0.2091,0.0894,5.40E-06,5,6,7,7,1.5,1.5,2,0.35
2,0.27135,0.1309,5.52E-06,13,8.5,7,3.5,1.5,1,2,0.45
2,0.27975,0.1365,1.14E-05,3,9.5,7,3,1.5,1.5,2,0.15
4,0.96486275,0.1292,0.16486275,11,10.5,7,5.5,1.5,1.5,2,0.3
1,5.13E-06,0,1.03E-05,6,6.5,7,4.5,1.5,1.5,2,0.35
2,0.17085,0.0639,3.48E-06,1,10.5,7,4.5,1.5,1.5,2,0.15
4,0.99826851,0.2107,0.19826851,9,5.5,7,5,1.5,0.5,2,0.2
1,6.64E-06,0,1.33E-05,1,9,7,2.5,1.5,1,2,0.25
4,0.72191296,0.2407,0.07773912,25,10,7,7,1.5,0.5,2,0.1
1,9.70E-07,0,1.95E-06,4,10.5,7,6,1.5,1.5,2,0.35
4,1,0.9693,1.06207207,22,4,7,2,1.5,1,2,0.35
4,0.94171254,0.2566,0.14171254,18,9.5,7,7,1.5,1.5,2,0.1
2,0.2319,0.1046,6.18E-06,3,6,7,3.5,1.5,0.5,2,0.25
3,0.42693333,0.2452,9.30E-06,17,5,7,4.5,1.5,1,2,0.45
4,0.74344112,0.2136,0.08043014,24,10.5,7,6.5,1.5,0.5,2,0.15
1,0.1128,0.0376,5.60E-07,7,10,7,7.5,1.5,0.5,2,0.45
4,1,0.3462,0.63829292,16,5.5,7,3,1.5,1.5,2,0.35
2,0.1713,0.0642,1.95E-06,7,5.5,7,6.5,1.5,0.5,2,0.35
4,1,0.1269,0.22240526,21,7,7,6.5,1.5,1.5,2,0.4
4,1,0.0001,0.63829292,14,10.5,7,2,1.5,1.5,2,0.4
2,0.2523,0.1182,1.08E-05,5,5.5,7,3,1.5,0.5,2,0.25
1,1.08E-06,0,2.16E-06,4,4.5,7,7.5,1.5,0.5,2,0.3
2,0.1644,0.0596,1.47E-06,4,8,7,7,1.5,1,2,0.2
4,0.64802808,0.0317,0.06850351,9,10.5,7,7.5,1.5,0.5,2,0.25
2,0.1905,0.077,7.18E-06,2,5.5,7,3.5,1.5,0.5,2,0.2
3,0.33506667,0.1763,1.21E-05,7,5,7,4,1.5,1,2,0.35
4,0.88326152,0.1608,0.09790769,10,8.5,7,6.5,1.5,0.5,2,0.2
1,0.0816,0.0272,8.60E-07,1,10,7,7.5,1.5,1,2,0.1
1,1.47E-05,0,2.94E-05,4,8,7,2.5,1.5,1.5,2,0.45
1,3.32E-06,0,6.65E-06,8,10.5,7,2.5,1.5,0.5,2,0.35
1,0.00021755,0,0.00043509,8,4.5,7,2,1.5,1.5,2,0.4
1,3.49E-06,0,6.99E-06,4,5.5,7,7,1.5,1.5,2,0.45
2,0.1683,0.0622,2.31E-06,3,8,7,5.5,1.5,1,2,0.3
2,0.216,0.094,2.31E-06,6,5,7,6.5,1.5,0.5,2,0.4
4,0.92332432,0.0846,0.12332432,19,9.5,7,6,1.5,1,2,0.4
1,3.60E-07,0,7.30E-07,5,10,7,6.5,1.5,0.5,2,0.45
1,4.65E-06,0,9.30E-06,2,6,7,3,1.5,0.5,2,0.35
4,1,0.3682,0.36426543,15,9.5,7,2.5,1.5,1,2,0.15
2,0.22395,0.0993,9.30E-06,5,6,7,3,1.5,0.5,2,0.2
4,0.90855249,0.1073,0.10855249,4,6.5,7,7.5,1.5,0.5,2,0.15
2,0.19875,0.0825,4.97E-06,5,8,7,5,1.5,1.5,2,0.35
2,0.16395,0.0593,3.08E-06,1,10,7,5,1.5,1.5,2,0.15
1,0.1488,0.0496,1.21E-06,8,10,7,5,1.5,0.5,2,0.35
4,1,0.5434,0.39127005,20,6.5,7,3,1.5,1,2,0.2
1,1.58E-06,0,3.16E-06,2,5.5,7,7,1.5,1,2,0.3
4,1,0.0008,0.69247754,11,6,7,2.5,1.5,1.5,2,0.4
2,0.28665,0.1411,2.57E-05,4,8.5,7,2.5,1.5,1.5,2,0.2
4,1,0.5798,0.32473456,19,6.5,7,3.5,1.5,1,2,0.25
3,0.37453333,0.2059,8.01E-06,4,4.5,7,5.5,1.5,1,2,0.3
4,1,0.3147,0.25724641,18,8.5,7,3.5,1.5,1,2,0.1
1,9.61E-06,0,1.92E-05,2,5.5,7,2.5,1.5,0.5,2,0.4
2,0.15585,0.0539,1.51E-06,1,5.5,7,7.5,1.5,0.5,2,0.15
2,0.20625,0.0875,1.14E-05,3,9.5,7,3,1.5,1.5,2,0.3
1,7.30E-07,0,1.47E-06,1,7.5,7,7.5,1.5,1,2,0.4
2,0.17175,0.0645,1.12E-06,4,10.5,7,5,1.5,0.5,2,0.25
1,1.96E-06,0,3.93E-06,1,7.5,7,4.5,1.5,1,2,0.35
4,1,0.0001,0.66237497,9,5.5,7,2,1.5,0.5,2,0.25
4,0.98835556,0.317,0.18835556,13,6.5,7,6,1.5,1,2,0.1
2,0.29595,0.1473,3.93E-06,7,7.5,7,4.5,1.5,1,2,0.35
4,1,0.4216,0.23257692,18,7,7,4.5,1.5,1,2,0.15
3,0.37706667,0.2078,5.77E-06,7,4.5,7,4.5,1.5,0.5,2,0.35
4,1,0.0015,0.37437166,11,7,7,2.5,1.5,0.5,2,0.35
2,0.2871,0.1414,7.79E-06,3,9.5,7,2.5,1.5,0.5,2,0.15
2,0.1848,0.0732,7.47E-06,5,9,7,3,1.5,1,2,0.25
4,1,0.38,0.48616714,23,9,7,2,1.5,0.5,2,0.3
1,2.60E-07,0,5.20E-07,1,10.5,7,7.5,1.5,0.5,2,0.3
4,1,0.2606,0.69247754,16,6,7,2.5,1.5,1.5,2,0.35
3,0.45213333,0.2641,1.82E-05,3,6.5,7,3.5,1.5,1.5,2,0.15
4,1,0.1262,0.24403061,24,6.5,7,6.5,1.5,1.5,2,0.4
4,1,0.0004,1.43706006,11,4.5,7,2,1.5,1.5,2,0.3
4,1,0.3995,0.26391364,11,7,7,4,1.5,1,2,0.2
2,0.2412,0.1108,3.10E-06,2,8.5,7,4.5,1.5,1,2,0.1
2,0.29055,0.1437,1.33E-05,8,5.5,7,3.5,1.5,1,2,0.3
4,1,0.1675,0.21504624,4,8,7,3.5,1.5,0.5,2,0.1
2,0.2721,0.1314,3.48E-06,8,4,7,6.5,1.5,0.5,2,0.4
1,1.37E-05,0,2.75E-05,3,4.5,7,2.5,1.5,0.5,2,0.1
1,1.58E-06,0,3.16E-06,4,7.5,7,5,1.5,1,2,0.45
2,0.1719,0.0646,2.91E-06,4,9.5,7,3.5,1.5,0.5,2,0.3
4,1,0.2702,0.26391364,16,7,7,4,1.5,1,2,0.45
4,0.97968172,0.2027,0.17968172,12,5,7,6,1.5,0.5,2,0.3
1,4.80E-06,0,9.60E-06,2,8.5,7,3.5,1.5,1.5,2,0.45
2,0.2088,0.0892,3.93E-06,2,6.5,7,4,1.5,0.5,2,0.15
1,8.13E-05,0,0.0001626,1,4.5,7,2.5,1.5,1.5,2,0.25
4,0.91124677,0.157,0.11124677,20,9,7,5.5,1.5,0.5,2,0.35
4,1,0.5382,0.57477845,25,7.5,7,2.5,1.5,1.5,2,0.45
4,0.99826851,0.2131,0.19826851,21,5.5,7,5,1.5,0.5,2,0.4
3,0.33706667,0.1778,1.65E-05,9,10.5,7,2.5,1.5,1.5,2,0.4
1,5.60E-07,0,1.13E-06,3,6.5,7,7.5,1.5,0.5,2,0.3
2,0.28365,0.1391,8.24E-06,8,6.5,7,5,1.5,1.5,2,0.45
2,0.1632,0.0588,2.21E-06,1,6.5,7,7,1.5,1,2,0.15
1,5.70E-06,0,1.14E-05,6,9.5,7,3,1.5,1.5,2,0.35
1,1.37E-05,0,2.75E-05,1,6.5,7,3,1.5,1.5,2,0.2
2,0.1665,0.061,3.48E-06,3,8,7,6,1.5,1.5,2,0.25
2,0.1776,0.0684,1.21E-06,9,8,7,6,1.5,0.5,2,0.3
2,0.16365,0.0591,2.31E-06,2,6,7,7.5,1.5,1,2,0.2
2,0.1878,0.0752,4.11E-06,7,10,7,3.5,1.5,1,2,0.4
2,0.19935,0.0829,3.24E-06,1,4.5,7,6,1.5,0.5,2,0.1
1,0.1149,0.0383,9.20E-07,2,9.5,7,6,1.5,0.5,2,0.2
4,1,0.187,0.22485827,7,5.5,7,6,1.5,1,2,0.2
2,0.2283,0.1022,4.97E-06,3,8,7,5,1.5,1.5,2,0.2
2,0.28785,0.1419,3.10E-06,8,8.5,7,4.5,1.5,1,2,0.35
3,0.31586667,0.1619,1.33E-05,2,5.5,7,5,1.5,1.5,2,0.2
1,1.50E-06,0,2.99E-06,4,8,7,6.5,1.5,1.5,2,0.35
2,0.276,0.134,6.18E-06,6,6,7,3.5,1.5,0.5,2,0.35
2,0.1509,0.0506,9.30E-07,17,10.5,7,5.5,1.5,0.5,2,0.4
2,0.1524,0.0516,2.48E-06,5,10.5,7,3.5,1.5,0.5,2,0.3
2,0.28545,0.1403,8.24E-06,9,6.5,7,5,1.5,1.5,2,0.45
1,5.49E-06,0,1.10E-05,8,10,7,2.5,1.5,1,2,0.4
1,6.50E-07,0,1.31E-06,1,8.5,7,7,1.5,1,2,0.3
1,3.09E-06,0,6.18E-06,1,6,7,6.5,1.5,1.5,2,0.25
2,0.1926,0.0784,2.68E-06,7,5,7,6,1.5,0.5,2,0.4
4,1,0.1537,0.20523421,15,7.5,7,6.5,1.5,1.5,2,0.45
4,0.96207763,0.1477,0.16207763,19,9,7,5,1.5,1,2,0.45
4,0.944423,0.1944,0.144423,12,9,7,5.5,1.5,1,2,0.2
3,0.44186667,0.2564,2.14E-05,1,4.5,7,3.5,1.5,1,2,0.15
2,0.2745,0.133,5.40E-06,7,8.5,7,4.5,1.5,1.5,2,0.3
1,2.61E-06,0,5.23E-06,2,8.5,7,3,1.5,0.5,2,0.3
2,0.24795,0.1153,9.68E-06,8,5.5,7,4,1.5,1,2,0.4
4,1,0.0045,0.83192368,24,5,7,2.5,1.5,1.5,2,0.3
2,0.17145,0.0643,1.10E-06,7,8.5,7,6,1.5,0.5,2,0.3
4,0.97204541,0.2607,0.17204541,18,10.5,7,3.5,1.5,0.5,2,0.2
4,1,0.1878,0.23584941,10,4.5,7,5,1.5,0.5,2,0.3
1,8.13E-05,0,0.0001626,2,6,7,2,1.5,1.5,2,0.4
3,0.4548,0.2661,6.08E-05,2,4.5,7,3.5,1.5,1.5,2,0.1
2,0.19845,0.0823,2.16E-06,6,8,7,4.5,1.5,0.5,2,0.45
1,5.70E-06,0,1.14E-05,1,7.5,7,2.5,1.5,0.5,2,0.3
1,3.59E-06,0,7.18E-06,1,4,7,4.5,1.5,0.5,2,0.3
4,1,0.3288,0.23925824,5,7,7,3.5,1.5,0.5,2,0.1
1,2.87E-05,0,5.73E-05,5,7,7,2,1.5,1,2,0.35
4,1,0.5345,0.60511924,20,6.5,7,2,1.5,0.5,2,0.3
4,1,0.194,0.22636781,7,9.5,7,4.5,1.5,1.5,2,0.2
1,1.47E-05,0,2.94E-05,6,8,7,2.5,1.5,1.5,2,0.4
4,0.75198912,0.0685,0.08149864,9,9.5,7,7,1.5,0.5,2,0.35
1,3.90E-07,0,7.90E-07,4,10.5,7,6,1.5,0.5,2,0.35
2,0.25725,0.1215,6.00E-06,6,5.5,7,5,1.5,1,2,0.35
2,0.1671,0.0614,1.78E-06,4,7,7,5.5,1.5,0.5,2,0.35
1,2.55E-06,0,5.10E-06,1,4.5,7,7,1.5,1,2,0.35
1,1.15E-06,0,2.31E-06,6,6,7,7.5,1.5,1,2,0.45
2,0.1548,0.0532,1.73E-06,1,8,7,5,1.5,0.5,2,0.1
4,0.992958,0.0555,0.192958,10,10,7,5,1.5,1.5,2,0.4
4,1,0.3533,0.8856911,9,6.5,7,2,1.5,1.5,2,0.1
